source,title,price,rating,category,availability
books.toscrape,you cant bury them all poems,33.63,2.0,poetry,in stock
books.toscrape,slow states of collapse poems,57.31,3.0,poetry,in stock
books.toscrape,reasons to stay alive,26.41,2.0,nonfiction,in stock
books.toscrape,private paris private 10,47.61,5.0,fiction,in stock
books.toscrape,higherselfie wake up your life free your soul find your tribe,23.11,5.0,nonfiction,in stock
books.toscrape,without borders wanderlove 1,45.07,2.0,new adult,in stock
books.toscrape,when we collided,31.77,1.0,contemporary,in stock
books.toscrape,we love you charlie freeman,50.27,5.0,fiction,in stock
books.toscrape,untitled collection sabbath poems 2014,14.27,4.0,poetry,in stock
books.toscrape,unseen city the majesty of pigeons the discreet charm of snails  other wonders of the urban wilderness,44.18,4.0,nonfiction,in stock
books.toscrape,unicorn tracks,18.78,3.0,fantasy,in stock
books.toscrape,unbound how eight technologies made us human transformed society and brought our world to the brink,25.52,1.0,history,in stock
books.toscrape,tsubasa world chronicle 2 tsubasa world chronicle 2,16.28,1.0,sequential art,in stock
books.toscrape,throwing rocks at the google bus how growth became the enemy of prosperity,31.12,3.0,nonfiction,in stock
books.toscrape,this one summer,19.49,4.0,sequential art,in stock
books.toscrape,thirst,17.27,5.0,fiction,in stock
books.toscrape,the torch is passed a harding family story,19.09,1.0,add a comment,in stock
books.toscrape,the secret of dreadwillow carse,56.13,1.0,childrens,in stock
books.toscrape,the pioneer woman cooks dinnertime comfort classics freezer food 16minute meals and other delicious ways to solve supper,56.41,1.0,food and drink,in stock
books.toscrape,the past never ends,56.5,4.0,mystery,in stock
books.toscrape,the natural history of us the fine art of pretending 2,45.22,3.0,young adult,in stock
books.toscrape,the nameless city the nameless city 1,38.16,4.0,sequential art,in stock
books.toscrape,the murder that never was forensic instincts 5,54.11,3.0,fiction,in stock
books.toscrape,the most perfect thing inside and outside a birds egg,42.96,4.0,science,in stock
books.toscrape,the mindfulness and acceptance workbook for anxiety a guide to breaking free from anxiety phobias and worry using acceptance and commitment therapy,23.89,4.0,add a comment,in stock
books.toscrape,the lifechanging magic of tidying up the japanese art of decluttering and organizing,16.77,3.0,nonfiction,in stock
books.toscrape,the inefficiency assassin time management tactics for working smarter not longer,20.59,5.0,default,in stock
books.toscrape,the gutsy girl escapades for your life of epic adventure,37.13,1.0,nonfiction,in stock
books.toscrape,the electric pencil drawings from inside state hospital no 3,56.06,1.0,nonfiction,in stock
books.toscrape,the death of humanity and the case for life,58.11,4.0,philosophy,in stock
books.toscrape,the bulletproof diet lose up to a pound a day reclaim energy and focus upgrade your life,49.05,3.0,health,in stock
books.toscrape,the art forger,40.76,3.0,add a comment,in stock
books.toscrape,the age of genius the seventeenth century and the birth of the modern mind,19.73,1.0,history,in stock
books.toscrape,the activists tao te ching ancient advice for a modern revolution,32.24,5.0,spirituality,in stock
books.toscrape,spark joy an illustrated master class on the art of organizing and tidying up,41.83,4.0,nonfiction,in stock
books.toscrape,soul reader,39.58,2.0,default,in stock
books.toscrape,security,39.25,2.0,horror,in stock
books.toscrape,saga volume 6 saga collected editions 6,25.02,3.0,fantasy,in stock
books.toscrape,saga volume 5 saga collected editions 5,51.04,2.0,sequential art,in stock
books.toscrape,reskilling america learning to labor in the twentyfirst century,19.83,2.0,nonfiction,in stock
books.toscrape,rat queens vol 3 demons rat queens collected editions 1115,50.4,3.0,sequential art,in stock
books.toscrape,princess jellyfish 2in1 omnibus vol 01 princess jellyfish 2in1 omnibus 1,13.61,5.0,sequential art,in stock
books.toscrape,princess between worlds wideawake princess 5,13.34,5.0,fantasy,in stock
books.toscrape,pop gun war volume 1 gift,18.97,1.0,sequential art,in stock
books.toscrape,political suicide missteps peccadilloes bad calls backroom hijinx sordid pasts rotten breaks and just plain dumb mistakes in the annals of american politics,36.28,2.0,history,in stock
books.toscrape,patience,10.16,3.0,sequential art,in stock
books.toscrape,outcast vol 1 a darkness surrounds him outcast 1,15.44,4.0,sequential art,in stock
books.toscrape,orange the complete collection 1 orange the complete collection 1,48.41,1.0,sequential art,in stock
books.toscrape,online marketing for busy authors a stepbystep guide,46.35,1.0,self help,in stock
books.toscrape,on a midnight clear,14.07,3.0,add a comment,in stock
books.toscrape,obsidian lux 1,14.86,2.0,young adult,in stock
books.toscrape,my paris kitchen recipes and stories,33.37,2.0,food and drink,in stock
books.toscrape,masks and shadows,56.4,2.0,fantasy,in stock
books.toscrape,mama tried traditional italian cooking for the screwed crude vegan and tattooed,14.02,4.0,food and drink,in stock
books.toscrape,lumberjanes vol 2 friendship to the max lumberjanes 58,46.91,2.0,sequential art,in stock
books.toscrape,lumberjanes vol 1 beware the kitten holy lumberjanes 14,45.61,3.0,sequential art,in stock
books.toscrape,lumberjanes vol 3 a terrible plan lumberjanes 912,19.92,2.0,sequential art,in stock
books.toscrape,layered baking building and styling spectacular cakes,40.11,1.0,food and drink,in stock
books.toscrape,judo seven steps to black belt an introductory guide for beginners,53.9,2.0,add a comment,in stock
books.toscrape,join,35.67,5.0,science fiction,in stock
books.toscrape,in the country we love my family divided,22.0,4.0,nonfiction,in stock
books.toscrape,immunity how elie metchnikoff changed the course of modern medicine,57.36,5.0,science,in stock
books.toscrape,i hate fairyland vol 1 madly ever after i hate fairyland compilations 15,29.17,2.0,sequential art,in stock
books.toscrape,i am a hero omnibus volume 1,54.63,3.0,sequential art,in stock
books.toscrape,how to be miserable 40 strategies you already use,46.03,1.0,self help,in stock
books.toscrape,her backup boyfriend the sorensen family 1,33.97,1.0,romance,in stock
books.toscrape,giant days vol 2 giant days 58,22.11,2.0,sequential art,in stock
books.toscrape,forever and forever the courtship of henry longfellow and fanny appleton,29.69,3.0,historical fiction,in stock
books.toscrape,first and first five boroughs 3,15.97,4.0,romance,in stock
books.toscrape,fifty shades darker fifty shades 2,21.96,1.0,romance,in stock
books.toscrape,everydata the misinformation hidden in the little data you consume every day,54.35,2.0,nonfiction,in stock
books.toscrape,dont be a jerk and other practical advice from dogen japans greatest zen master,37.97,2.0,religion,in stock
books.toscrape,danganronpa volume 1,51.99,4.0,sequential art,in stock
books.toscrape,crown of midnight throne of glass 2,43.29,3.0,fantasy,in stock
books.toscrape,codename baboushka volume 1 the conclave of death,36.72,4.0,sequential art,in stock
books.toscrape,camp midnight,17.08,4.0,sequential art,in stock
books.toscrape,call the nurse true stories of a country nurse on a scottish isle,29.14,5.0,nonfiction,in stock
books.toscrape,burning,28.81,3.0,young adult,in stock
books.toscrape,bossypants,49.46,2.0,default,in stock
books.toscrape,bitch planet vol 1 extraordinary machine bitch planet collected editions,37.92,2.0,sequential art,in stock
books.toscrape,avatar the last airbender smoke and shadow part 3 smoke and shadow 3,28.09,2.0,fantasy,in stock
books.toscrape,algorithms to live by the computer science of human decisions,30.81,1.0,nonfiction,in stock
books.toscrape,a world of flavor your gluten free passport,42.95,1.0,default,in stock
books.toscrape,a piece of sky a grain of rice a memoir in four meditations,56.76,5.0,default,in stock
books.toscrape,a murder in time,16.64,1.0,mystery,in stock
books.toscrape,a flight of arrows the pathfinders 2,55.53,5.0,historical fiction,in stock
books.toscrape,a fierce and subtle poison,28.13,4.0,young adult,in stock
books.toscrape,a court of thorns and roses a court of thorns and roses 1,52.37,1.0,fantasy,in stock
books.toscrape,unqualified how god uses broken people to do big things,54.0,5.0,christian,in stock
books.toscrape,you are what you love the spiritual power of habit,21.87,4.0,religion,in stock
books.toscrape,william shakespeares star wars verily a new hope william shakespeares star wars 4,43.3,4.0,science fiction,in stock
books.toscrape,tuesday nights in 1980,21.04,2.0,fiction,in stock
books.toscrape,tracing numbers on a train,41.6,3.0,default,in stock
books.toscrape,throne of glass throne of glass 1,35.07,3.0,fantasy,in stock
books.toscrape,thomas jefferson and the tripoli pirates the forgotten war that changed american history,59.64,1.0,history,in stock
books.toscrape,thirteen reasons why,52.72,1.0,default,in stock
books.toscrape,the white cat and the monk a retelling of the poem pangur bn,58.08,4.0,childrens,in stock
books.toscrape,the wedding dress,24.12,1.0,romance,in stock
books.toscrape,the vacationers,42.15,4.0,fiction,in stock
books.toscrape,the third wave an entrepreneurs vision of the future,12.61,5.0,business,in stock
books.toscrape,the stranger,17.44,4.0,philosophy,in stock
books.toscrape,the shadow hero the shadow hero,33.14,1.0,sequential art,in stock
books.toscrape,the secret the secret 1,27.37,4.0,default,in stock
books.toscrape,the regional office is under attack,51.36,5.0,fiction,in stock
books.toscrape,the psychopath test a journey through the madness industry,36.0,2.0,default,in stock
books.toscrape,the project,10.65,1.0,science fiction,in stock
books.toscrape,the power of now a guide to spiritual enlightenment,43.54,2.0,nonfiction,in stock
books.toscrape,the omnivores dilemma a natural history of four meals,38.21,2.0,nonfiction,in stock
books.toscrape,the nerdy nummies cookbook sweet treats for the geek in all of us,37.34,5.0,food and drink,in stock
books.toscrape,the murder of roger ackroyd hercule poirot 4,44.1,4.0,mystery,in stock
books.toscrape,the mistake offcampus 2,43.29,3.0,new adult,in stock
books.toscrape,the matchmakers playbook wingmen inc 1,55.85,1.0,new adult,in stock
books.toscrape,the love and lemons cookbook an appletozucchini celebration of impromptu cooking,37.6,2.0,food and drink,in stock
books.toscrape,the long shadow of small ghosts murder and memory in an american city,10.97,1.0,crime,in stock
books.toscrape,the kite runner,41.82,4.0,default,in stock
books.toscrape,the house by the lake,36.95,1.0,historical fiction,in stock
books.toscrape,the glittering court the glittering court 1,44.28,1.0,fantasy,in stock
books.toscrape,the girl on the train,55.02,2.0,default,in stock
books.toscrape,the genius of birds,17.24,1.0,nonfiction,in stock
books.toscrape,the emerald mystery,23.15,2.0,default,in stock
books.toscrape,the cookies  cups cookbook 125 sweet  savory recipes reminding you to always eat dessert first,41.25,1.0,food and drink,in stock
books.toscrape,the bridge to consciousness im writing the bridge between science and our old and new beliefs,32.0,3.0,default,in stock
books.toscrape,the artists way a spiritual path to higher creativity,38.49,5.0,nonfiction,in stock
books.toscrape,the art of war,33.34,5.0,default,in stock
books.toscrape,the argonauts,10.93,2.0,autobiography,in stock
books.toscrape,the 10 entrepreneur live your startup dream without quitting your day job,27.55,3.0,business,in stock
books.toscrape,suddenly in love lake haven 1,55.99,2.0,romance,in stock
books.toscrape,something more than this,16.24,4.0,romance,in stock
books.toscrape,soft apocalypse,26.12,2.0,science fiction,in stock
books.toscrape,so youve been publicly shamed,12.23,2.0,nonfiction,in stock
books.toscrape,shoe dog a memoir by the creator of nike,23.99,2.0,business,in stock
books.toscrape,shobu samurai project aryoku 3,29.06,3.0,add a comment,in stock
books.toscrape,secrets and lace fatal hearts 1,20.27,1.0,default,in stock
books.toscrape,scarlett epstein hates it here,43.55,5.0,young adult,in stock
books.toscrape,romero and juliet a tragic tale of love and zombies,36.94,1.0,default,in stock
books.toscrape,redeeming love,20.47,5.0,christian fiction,in stock
books.toscrape,poses for artists volume 1  dynamic and sitting poses an essential reference for figure drawing and the human form,41.06,1.0,default,in stock
books.toscrape,poems that make grown women cry,14.19,4.0,poetry,in stock
books.toscrape,nightingale sing,38.28,1.0,young adult,in stock
books.toscrape,night sky with exit wounds,41.05,1.0,poetry,in stock
books.toscrape,mrs houdini,30.25,5.0,historical fiction,in stock
books.toscrape,modern romance,28.26,5.0,add a comment,in stock
books.toscrape,miss peregrines home for peculiar children miss peregrines peculiar children 1,10.76,1.0,default,in stock
books.toscrape,louisa the extraordinary life of mrs adams,16.85,2.0,biography,in stock
books.toscrape,little red,13.47,3.0,childrens,in stock
books.toscrape,library of souls miss peregrines peculiar children 3,48.56,5.0,young adult,in stock
books.toscrape,large print heart of the pride,19.15,2.0,default,in stock
books.toscrape,i had a nice time and other lies how to find love  sht like that,57.36,4.0,womens fiction,in stock
books.toscrape,hollow city miss peregrines peculiar children 2,42.98,1.0,fantasy,in stock
books.toscrape,grumbles,22.16,2.0,default,in stock
books.toscrape,full moon over noahs ark an odyssey to mount ararat and beyond,49.43,4.0,travel,in stock
books.toscrape,frostbite vampire academy 2,29.99,5.0,young adult,in stock
books.toscrape,follow you home,21.36,1.0,horror,in stock
books.toscrape,first steps for new christians print edition,29.0,1.0,default,in stock
books.toscrape,finders keepers bill hodges trilogy 2,53.53,5.0,fiction,in stock
books.toscrape,fables vol 1 legends in exile fables 1,41.62,4.0,sequential art,in stock
books.toscrape,eureka trivia 60,54.59,4.0,default,in stock
books.toscrape,drive the surprising truth about what motivates us,34.95,4.0,default,in stock
books.toscrape,done rubbed out reightman  bailey 1,37.72,5.0,default,in stock
books.toscrape,doing it over most likely to 1,35.61,3.0,romance,in stock
books.toscrape,deliciously ella every day quick and easy recipes for glutenfree snacks packed lunches and simple meals,42.16,3.0,food and drink,in stock
books.toscrape,dark notes,19.19,5.0,erotica,in stock
books.toscrape,daring greatly how the courage to be vulnerable transforms the way we live love parent and lead,19.43,3.0,nonfiction,in stock
books.toscrape,close to you,49.46,4.0,christian fiction,in stock
books.toscrape,chasing heaven what dying taught me about living,37.8,2.0,spirituality,in stock
books.toscrape,big magic creative living beyond fear,30.8,3.0,nonfiction,in stock
books.toscrape,becoming wise an inquiry into the mystery and art of living,27.43,2.0,nonfiction,in stock
books.toscrape,beauty restored riley family legacy novellas 3,11.11,2.0,default,in stock
books.toscrape,batman the long halloween batman,36.5,2.0,sequential art,in stock
books.toscrape,batman the dark knight returns batman,15.38,5.0,sequential art,in stock
books.toscrape,ayumis violin,15.48,2.0,default,in stock
books.toscrape,anonymous,46.82,4.0,default,in stock
books.toscrape,amy meets the saints and sages,18.46,3.0,default,in stock
books.toscrape,amid the chaos,36.58,1.0,cultural,in stock
books.toscrape,amatus,50.54,5.0,default,in stock
books.toscrape,agnostic a spirited manifesto,12.51,5.0,nonfiction,in stock
books.toscrape,zealot the life and times of jesus of nazareth,24.7,3.0,history,in stock
books.toscrape,you you 1,43.61,5.0,thriller,in stock
books.toscrape,wonder woman earth one volume one wonder woman earth one 1,37.34,4.0,sequential art,in stock
books.toscrape,wild swans,14.36,2.0,young adult,in stock
books.toscrape,why the right went wrong conservatismfrom goldwater to the tea party and beyond,52.65,4.0,politics,in stock
books.toscrape,whole lotta creativity going on 60 fun and unusual exercises to awaken and strengthen your creativity,38.2,4.0,nonfiction,in stock
books.toscrape,whats it like in space stories from astronauts whove been there,19.6,2.0,nonfiction,in stock
books.toscrape,we are robin vol 1 the vigilante business we are robin 1,53.9,1.0,sequential art,in stock
books.toscrape,walt disneys alice in wonderland,12.96,5.0,childrens,in stock
books.toscrape,v for vendetta v for vendetta complete,37.1,4.0,default,in stock
books.toscrape,until friday night the field party 1,46.31,2.0,young adult,in stock
books.toscrape,unbroken a world war ii story of survival resilience and redemption,45.95,2.0,default,in stock
books.toscrape,twenty yawns,22.08,2.0,childrens,in stock
books.toscrape,through the woods,25.38,2.0,sequential art,in stock
books.toscrape,this is where it ends,27.12,2.0,young adult,in stock
books.toscrape,the year of magical thinking,43.04,2.0,nonfiction,in stock
books.toscrape,the wright brothers,56.8,4.0,default,in stock
books.toscrape,the white queen the cousins war 1,25.91,5.0,add a comment,in stock
books.toscrape,the wedding pact the omalleys 2,32.61,3.0,romance,in stock
books.toscrape,the time keeper,27.88,5.0,fiction,in stock
books.toscrape,the testament of mary,52.67,4.0,fiction,in stock
books.toscrape,the startouched queen,46.02,5.0,fantasy,in stock
books.toscrape,the songs of the gods,44.48,5.0,default,in stock
books.toscrape,the song of achilles,37.4,5.0,add a comment,in stock
books.toscrape,the rosie project don tillman 1,54.04,1.0,default,in stock
books.toscrape,the power of habit why we do what we do in life and business,16.88,3.0,default,in stock
books.toscrape,the marriage of opposites,28.08,4.0,historical fiction,in stock
books.toscrape,the lucifer effect understanding how good people turn evil,10.4,1.0,psychology,in stock
books.toscrape,the long haul diary of a wimpy kid 9,44.07,1.0,humor,in stock
books.toscrape,the loney,23.4,1.0,horror,in stock
books.toscrape,the literature book big ideas simply explained,17.43,3.0,nonfiction,in stock
books.toscrape,the last mile amos decker 2,54.21,2.0,mystery,in stock
books.toscrape,the immortal life of henrietta lacks,40.67,2.0,add a comment,in stock
books.toscrape,the hidden oracle the trials of apollo 1,52.26,2.0,fantasy,in stock
books.toscrape,the help yourself cookbook for kids 60 easy plantbased recipes kids can make to stay healthy and save the earth,28.77,3.0,food and drink,in stock
books.toscrape,the guilty will robie 4,13.82,2.0,thriller,in stock
books.toscrape,the first hostage jb collins 2,25.85,3.0,fiction,in stock
books.toscrape,the dovekeepers,48.78,1.0,add a comment,in stock
books.toscrape,the darkest lie,35.35,5.0,young adult,in stock
books.toscrape,the bane chronicles the bane chronicles 111,44.73,4.0,fantasy,in stock
books.toscrape,the badass librarians of timbuktu and their race to save the worlds most precious manuscripts,15.77,1.0,nonfiction,in stock
books.toscrape,the 14th colony cotton malone 11,39.24,1.0,thriller,in stock
books.toscrape,that darkness gardiner and renner 1,13.92,1.0,mystery,in stock
books.toscrape,tastes like fear di marnie rome 3,10.69,1.0,mystery,in stock
books.toscrape,take me with you,45.21,3.0,fiction,in stock
books.toscrape,swell a year of waves,45.58,1.0,nonfiction,in stock
books.toscrape,superman vol 1 before truth superman by gene luen yang 1,11.89,5.0,sequential art,in stock
books.toscrape,still life with bread crumbs,26.41,3.0,fiction,in stock
books.toscrape,steve jobs,39.5,5.0,default,in stock
books.toscrape,sorting the beef from the bull the science of food fraud forensics,44.74,4.0,science,in stock
books.toscrape,someone like you the harrisons 2,52.79,5.0,contemporary,in stock
books.toscrape,so cute it hurts vol 6 so cute it hurts 6,35.43,4.0,sequential art,in stock
books.toscrape,shtum,55.84,4.0,fiction,in stock
books.toscrape,see america a celebration of our national parks  treasured sites,48.87,3.0,travel,in stock
books.toscrape,salt,46.78,4.0,poetry,in stock
books.toscrape,robin war,47.82,3.0,sequential art,in stock
books.toscrape,red hoodarsenal vol 1 open for business red hoodarsenal 1,25.48,2.0,sequential art,in stock
books.toscrape,rain fish,23.57,3.0,childrens,in stock
books.toscrape,quarter life poetry poems for the young broke and hangry,50.89,5.0,poetry,in stock
books.toscrape,pet sematary,10.56,3.0,horror,in stock
books.toscrape,overload how to unplug unwind and unleash yourself from the pressure of stress,52.15,3.0,self help,in stock
books.toscrape,once was a time,18.28,2.0,childrens,in stock
books.toscrape,old school diary of a wimpy kid 10,11.83,5.0,humor,in stock
books.toscrape,no dream is too high life lessons from a man who walked on the moon,21.95,2.0,nonfiction,in stock
books.toscrape,naruto 3in1 edition vol 14 includes vols 40 41  42 naruto omnibus 14,38.39,2.0,sequential art,in stock
books.toscrape,my name is lucy barton,41.56,1.0,fiction,in stock
books.toscrape,my mrs brown,24.48,3.0,fiction,in stock
books.toscrape,my kind of crazy,40.36,1.0,young adult,in stock
books.toscrape,mr mercedes bill hodges trilogy 1,28.9,1.0,fiction,in stock
books.toscrape,more than music chasing the dream 1,37.61,2.0,add a comment,in stock
books.toscrape,made to stick why some ideas survive and others die,38.85,5.0,business,in stock
books.toscrape,luis paints the world,53.95,3.0,childrens,in stock
books.toscrape,luckiest girl alive,49.83,3.0,default,in stock
books.toscrape,lowriders to the center of the earth lowriders in space 2,51.51,2.0,sequential art,in stock
books.toscrape,love is a mix tape music 1,18.03,1.0,music,in stock
books.toscrape,looking for lovely collecting the moments that matter,29.14,5.0,nonfiction,in stock
books.toscrape,living leadership by insight a good leader achieves a great leader builds monuments,46.91,4.0,default,in stock
books.toscrape,let it out a journey through journaling,26.79,5.0,nonfiction,in stock
books.toscrape,lady midnight the dark artifices 1,16.28,5.0,default,in stock
books.toscrape,its all easy healthy delicious weeknight meals in under 30 minutes,19.55,1.0,food and drink,in stock
books.toscrape,island of dragons unwanteds 7,29.65,1.0,fantasy,in stock
books.toscrape,i know what im doing  and other lies i tell myself dispatches from a life under construction,25.98,4.0,humor,in stock
books.toscrape,i am pilgrim pilgrim 1,10.6,4.0,fiction,in stock
books.toscrape,hyperbole and a half unfortunate situations flawed coping mechanisms mayhem and other things that happened,14.75,5.0,humor,in stock
books.toscrape,hush hush hush hush 1,47.02,3.0,default,in stock
books.toscrape,hold your breath search and rescue 1,28.82,1.0,romance,in stock
books.toscrape,hamilton the revolution,58.79,3.0,nonfiction,in stock
books.toscrape,greek mythic history,10.23,5.0,default,in stock
books.toscrape,god the most unpleasant character in all fiction,30.03,5.0,religion,in stock
books.toscrape,glory over everything beyond the kitchen house,45.84,3.0,historical fiction,in stock
books.toscrape,feathers displays of brilliant plumage,49.05,3.0,art,in stock
books.toscrape,far  away places on the brink of change seven continents twentyfive years,15.06,4.0,nonfiction,in stock
books.toscrape,every last word,46.47,3.0,default,in stock
books.toscrape,eligible the austen project 4,27.09,3.0,fiction,in stock
books.toscrape,el deafo,57.62,5.0,sequential art,in stock
books.toscrape,eight hundred grapes,14.39,4.0,fiction,in stock
books.toscrape,eaternity more than 150 deliciously easy vegan recipes for a long healthy satisfied joyful life,51.75,5.0,nonfiction,in stock
books.toscrape,eat fat get thin,54.07,2.0,health,in stock
books.toscrape,dont get caught,55.35,1.0,young adult,in stock
books.toscrape,doctor sleep the shining 2,40.12,2.0,horror,in stock
books.toscrape,demigods  magicians percy and annabeth meet the kanes percy jackson  kane chronicles crossover 13,37.51,5.0,fantasy,in stock
books.toscrape,dear mr knightley,11.21,5.0,fiction,in stock
books.toscrape,daily fantasy sports,36.58,1.0,default,in stock
books.toscrape,crazy love overwhelmed by a relentless god,47.72,2.0,christian,in stock
books.toscrape,cometh the hour the clifton chronicles 6,25.01,3.0,fiction,in stock
books.toscrape,code name verity code name verity 1,22.13,4.0,add a comment,in stock
books.toscrape,clockwork angel the infernal devices 1,44.14,1.0,default,in stock
books.toscrape,city of glass the mortal instruments 3,56.02,4.0,fantasy,in stock
books.toscrape,city of fallen angels the mortal instruments 4,11.23,4.0,default,in stock
books.toscrape,city of bones the mortal instruments 1,43.28,1.0,default,in stock
books.toscrape,city of ashes the mortal instruments 2,47.27,1.0,default,in stock
books.toscrape,cell,20.29,4.0,add a comment,in stock
books.toscrape,catching jordan hundred oaks,50.83,3.0,young adult,in stock
books.toscrape,carry on warrior thoughts on life unarmed,31.85,3.0,default,in stock
books.toscrape,carrie,46.23,2.0,default,in stock
books.toscrape,buying in the secret dialogue between what we buy and who we are,37.8,4.0,nonfiction,in stock
books.toscrape,brain on fire my month of madness,49.32,5.0,nonfiction,in stock
books.toscrape,batman europa,32.01,2.0,sequential art,in stock
books.toscrape,barefoot contessa back to basics,28.01,1.0,food and drink,in stock
books.toscrape,barefoot contessa at home everyday recipes youll make over and over again,50.62,5.0,food and drink,in stock
books.toscrape,balloon animals,17.03,3.0,fiction,in stock
books.toscrape,art ops vol 1,48.8,3.0,sequential art,in stock
books.toscrape,aristotle and dante discover the secrets of the universe aristotle and dante discover the secrets of the universe 1,58.14,4.0,young adult,in stock
books.toscrape,angels walking angels walking 1,34.2,2.0,add a comment,in stock
books.toscrape,angels  demons robert langdon 1,51.48,3.0,default,in stock
books.toscrape,all the light we cannot see,29.87,5.0,historical,in stock
books.toscrape,adulthood is a myth a sarahs scribbles collection,10.9,2.0,sequential art,in stock
books.toscrape,abstract city,56.37,5.0,nonfiction,in stock
books.toscrape,a time of torment charlie parker 14,48.35,5.0,mystery,in stock
books.toscrape,a study in scarlet sherlock holmes 1,16.73,2.0,mystery,in stock
books.toscrape,a series of catastrophes and miracles a true story of love science and cancer,56.48,2.0,add a comment,in stock
books.toscrape,a peoples history of the united states,40.79,2.0,add a comment,in stock
books.toscrape,a man called ove,39.72,1.0,fiction,in stock
books.toscrape,a distant mirror the calamitous 14th century,14.58,3.0,history,in stock
books.toscrape,a brush of wings angels walking 3,55.51,1.0,add a comment,in stock
books.toscrape,1491 new revelations of the americas before columbus,21.8,3.0,history,in stock
books.toscrape,the three searches meaning and the story,13.33,3.0,default,in stock
books.toscrape,searching for meaning in gailana,38.73,1.0,fantasy,in stock
books.toscrape,rook,37.86,4.0,add a comment,in stock
books.toscrape,my kitchen year 136 recipes that saved my life,11.53,2.0,food and drink,in stock
books.toscrape,13 hours the inside account of what really happened in benghazi,27.06,1.0,nonfiction,in stock
books.toscrape,will you wont you want me,13.86,3.0,womens fiction,in stock
books.toscrape,tipping point for planet earth how close are we to the edge,37.55,1.0,science,in stock
books.toscrape,the silent sister riley macpherson 1,46.29,5.0,fiction,in stock
books.toscrape,the midnight watch a novel of the titanic and the californian,26.2,1.0,add a comment,in stock
books.toscrape,the lonely city adventures in the art of being alone,33.26,2.0,nonfiction,in stock
books.toscrape,the gray rhino how to recognize and act on the obvious dangers we ignore,59.15,4.0,add a comment,in stock
books.toscrape,the golden condom and other essays on love lost and found,39.43,1.0,psychology,in stock
books.toscrape,the epidemic the program 06,14.44,5.0,young adult,in stock
books.toscrape,the dinner party,56.54,2.0,fiction,in stock
books.toscrape,the diary of a young girl,59.9,3.0,nonfiction,in stock
books.toscrape,the children,11.88,3.0,add a comment,in stock
books.toscrape,stars above the lunar chronicles 45,48.05,2.0,young adult,in stock
books.toscrape,snatched how a drug queen went undercover for the dea and was kidnapped by colombian guerillas,21.21,3.0,nonfiction,in stock
books.toscrape,raspberry pi electronics projects for the evil genius,49.67,4.0,default,in stock
